InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
622797,64337,  VINTAGE SNAKES & LADDERS ,14,22-08-2012,17.82,17198.0,United Kingdom
514750,87582,REGENCY CAKESTAND 3 TIER,1,09-26-2012,6.3,10452.0,United Kingdom
303462,35835,WHITE HANGING HEART T-LIGHT HOLDER ,3,02-07-2011,7.73,,Spain
278371,57664,  PLANT POTS GARDEN SET ,1,2011-12-23 00:00:00,3.61,,United Kingdom
921633,79537, LUNCH BAG RED RETROSPOT ,2,27-07-2011,16.69,11340.0,Spain
560725,80229,  SCENTED CANDLE GIFT PACK,1,21/10/2012,24.07,17908.0,Portugal
279992,97346,  PARTY BUNTING ,5,11-15-2012,30.3,,United Kingdom
901123,36437, PACK OF 72 RETROSPOT CAKE CASES ,1,05/12/2010,10.83,18306.0,Belgium
481448,46855,  REGENCY CAKESTAND 3 TIER ,4,InvalidDate,10.66,14652.0,United Kingdom
C590783,94120, PACK OF 72 RETROSPOT CAKE CASES,2,09-11-2012,11.16,,United Kingdom
634940,66795,JUMBO BAG RED RETROSPOT ,7,2012-01-12 00:00:00,2.23,17865.0,United Kingdom
921929,89030,  HOME DECOR LIGHT STRING,4,2012-05-03 00:00:00,11.89,13500.0,United Kingdom
575485,75488,  WHITE HANGING HEART T-LIGHT HOLDER,4,"Jan 14, 2012",7.09,,France
642057,12953,JUMBO BAG RED RETROSPOT ,5,"Jun 06, 2011",13.7,,United Kingdom
733669,51150, JUMBO BAG RED RETROSPOT,4,11-26-2012,8.61,15635.0,United Kingdom
191594,53614,  CERAMIC TEA POT FLORAL ,1,2011-07-05 00:00:00,5.32,13061.0,United Kingdom
211889,37371,LUNCH BAG RED RETROSPOT ,2,"Mar 27, 2011",18.95,14453.0,United Kingdom
628313,84095,SCENTED CANDLE GIFT PACK,2,2011-10-05 00:00:00,3.75,,United Kingdom
521743,88542,  SET OF 3 CAKE TINS PANTRY DESIGN ,-9,16-08-2011,4.32,,United Kingdom
646774,60547,  LUNCH BAG RED RETROSPOT,4,12/10/2012,44.65,11238.0,United Kingdom
957735,77807, SCENTED CANDLE GIFT PACK,-7,08-17-2011,34.8,11491.0,United Kingdom
152066,42499, PARTY BUNTING ,2,08-08-2012,12.71,12711.0,United Kingdom
395863,13743,  BIRTHDAY CARD VINTAGE DESIGN,4,01-07-2011,15.22,14251.0,United Kingdom
393257,21390,  WHITE HANGING HEART T-LIGHT HOLDER ,1,06-06-2012,11.08,10867.0,United Kingdom
888326,39945,PLANT POTS GARDEN SET ,3,06/04/2011,10.77,13420.0,United Kingdom
644380,91363, JUMBO BAG RED RETROSPOT,2,03-27-2011,17.56,18555.0,United Kingdom
718119,62442, HOME DECOR LIGHT STRING,8,"Mar 01, 2012",6.6,10265.0,United Kingdom
893354,64532,  LUNCH BAG RED RETROSPOT ,1,17-10-2012,23.0,14431.0,United Kingdom
457073,29929,REGENCY CAKESTAND 3 TIER,2,01-07-2012,5.9,18259.0,United Kingdom
985540,80605,  REGENCY CAKESTAND 3 TIER,3,"Nov 14, 2011",18.33,12090.0,Germany
217450,29014, LUNCH BAG RED RETROSPOT ,2,"Feb 08, 2012",7.22,,Germany
569837,72059, PLANT POTS GARDEN SET,3,09/11/2012,7.95,14032.0,United Kingdom
166896,17407,  JUMBO BAG RED RETROSPOT,3,15/02/2012,6.69,15809.0,United Kingdom
737300,62979,  ASSORTED COLOUR BIRD ORNAMENT ,2,09/05/2011,9.57,19554.0,United Kingdom
956899,34009, PACK OF 72 RETROSPOT CAKE CASES ,4,29-12-2010,14.54,14381.0,France
549541,67435,  PARTY BUNTING,8,09-27-2011,56.59,12894.0,United Kingdom
C715760,93537, ASSORTED COLOUR BIRD ORNAMENT,3,2010-12-19 00:00:00,2.76,17087.0,Norway
537744,94475,  REGENCY CAKESTAND 3 TIER ,4,"Sep 05, 2011",0.0,17084.0,United Kingdom
887506,44837,SCENTED CANDLE GIFT PACK,9,25-04-2012,8.21,16700.0,United Kingdom
232385,40484,PACK OF 72 RETROSPOT CAKE CASES,3,19-12-2011,15.6,15172.0,Netherlands
885339,43434,PACK OF 72 RETROSPOT CAKE CASES ,4,07/03/2011,8.49,16561.0,United Kingdom
183030,17532,HOME DECOR LIGHT STRING ,4,2012-04-14 00:00:00,7.47,12367.0,Germany
164829,34726,RETRO COFFEE MUG SET ,20,09-12-2010,6.55,15440.0,United Kingdom
476924,32440,  BIRTHDAY CARD VINTAGE DESIGN,1,05/09/2011,7.71,,United Kingdom
425188,10395, PARTY BUNTING ,1,25-11-2012,25.06,16001.0,United Kingdom
473221,47690, PARTY BUNTING ,1,InvalidDate,13.07,13676.0,Spain
C902930,83638,  CERAMIC TEA POT FLORAL ,6,"Oct 04, 2011",6.2,,United Kingdom
119731,62165,  VINTAGE SNAKES & LADDERS ,1,02-28-2011,24.25,14263.0,Switzerland
892955,13729, CERAMIC TEA POT FLORAL ,2,2012-11-24 00:00:00,14.55,,United Kingdom
456843,34276,PACK OF 72 RETROSPOT CAKE CASES ,4,"Oct 14, 2012",12.68,16399.0,United Kingdom
722207,37912, SET OF 3 CAKE TINS PANTRY DESIGN ,1,06/12/2011,8.29,11840.0,United Kingdom
287805,65008, REGENCY CAKESTAND 3 TIER ,1,2011-05-21 00:00:00,16.82,12053.0,Spain
816442,81622, RETRO COFFEE MUG SET,1,28/10/2012,0.0,15142.0,United Kingdom
950712,51457, WHITE HANGING HEART T-LIGHT HOLDER,-3,"May 17, 2011",12.2,19067.0,United Kingdom
569984,47697,  SET OF 3 CAKE TINS PANTRY DESIGN ,-9,16-08-2011,10.6,18403.0,United Kingdom
914468,68951,CERAMIC TEA POT FLORAL,7,12/05/2011,22.98,,United Kingdom
218065,99117,  PARTY BUNTING ,3,06-02-2012,5.37,11083.0,United Kingdom
206968,50821,  HOME DECOR LIGHT STRING ,2,2012-02-09 00:00:00,3.24,18828.0,United Kingdom
699830,32559, CERAMIC TEA POT FLORAL ,6,14/08/2012,5.73,19399.0,United Kingdom
211186,24012,SET OF 3 CAKE TINS PANTRY DESIGN,1,09-09-2012,7.82,18691.0,Portugal
831670,25624,WOODEN PICTURE FRAME WHITE FINISH ,2,"Sep 22, 2012",6.63,16055.0,United Kingdom
718281,36671, SET OF 3 CAKE TINS PANTRY DESIGN ,5,"Oct 06, 2012",8.6,,France
802290,13881, ASSORTED COLOUR BIRD ORNAMENT,-2,"Mar 07, 2011",28.42,,United Kingdom
149477,43691, CERAMIC TEA POT FLORAL ,2,2011-09-03 00:00:00,4.61,19120.0,United Kingdom
896787,75382, SCENTED CANDLE GIFT PACK,2,06-05-2012,13.94,16830.0,United Kingdom
839860,76836,WOODEN PICTURE FRAME WHITE FINISH,4,2011-09-14 00:00:00,2.7,,Australia
710224,23672, HOME DECOR LIGHT STRING,5,24/09/2012,9.62,11782.0,Germany
553028,34064,HOME DECOR LIGHT STRING,7,InvalidDate,19.76,,United Kingdom
911028,35822, PARTY BUNTING,3,2011-01-06 00:00:00,41.02,,United Kingdom
703146,46551,PLANT POTS GARDEN SET ,4,04-13-2011,9.94,10313.0,United Kingdom
890168,42628,  ASSORTED COLOUR BIRD ORNAMENT ,3,2012-02-18 00:00:00,13.65,16363.0,Spain
443782,25583,  VINTAGE SNAKES & LADDERS ,2,03-08-2011,3.03,13479.0,United Kingdom
906409,29359, CERAMIC TEA POT FLORAL ,6,09-11-2011,7.81,,United Kingdom
737384,96219, ASSORTED COLOUR BIRD ORNAMENT ,9,"Apr 17, 2012",7.4,17617.0,United Kingdom
783775,97054, JUMBO BAG RED RETROSPOT,2,12/12/2010,5.34,13589.0,United Kingdom
980979,73140,CERAMIC TEA POT FLORAL,3,31-10-2011,18.4,17876.0,Germany
C334085,46182, REGENCY CAKESTAND 3 TIER,3,"Nov 09, 2012",14.41,12040.0,EIRE
805790,75020,  RETRO COFFEE MUG SET,2,"Feb 03, 2011",12.19,18595.0,United Kingdom
783753,82656,HOME DECOR LIGHT STRING,2,02/12/2010,6.36,,Belgium
738210,30547, HOME DECOR LIGHT STRING ,1,17-12-2010,11.3,13389.0,United Kingdom
830806,16967, BIRTHDAY CARD VINTAGE DESIGN,7,05-26-2011,8.49,10638.0,Germany
C353800,14474,WHITE HANGING HEART T-LIGHT HOLDER,1,"Aug 24, 2012",6.56,13963.0,United Kingdom
579490,51205,ASSORTED COLOUR BIRD ORNAMENT,2,08-24-2011,4.54,11112.0,United Kingdom
677834,72294,  PACK OF 72 RETROSPOT CAKE CASES ,1,26-03-2012,12.86,11555.0,United Kingdom
311811,33216,  BIRTHDAY CARD VINTAGE DESIGN,4,07-18-2012,12.26,15570.0,Netherlands
468781,37293,  PARTY BUNTING,1,24-04-2011,15.67,,EIRE
510609,82008,HOME DECOR LIGHT STRING ,1,"Feb 26, 2012",9.46,14723.0,United Kingdom
880908,35874, REGENCY CAKESTAND 3 TIER ,2,02-13-2011,11.54,18426.0,United Kingdom
544161,88950, JUMBO BAG RED RETROSPOT ,6,"Sep 26, 2011",3.4,10168.0,United Kingdom
279300,27044,  ASSORTED COLOUR BIRD ORNAMENT,8,2012-10-15 00:00:00,5.65,18793.0,EIRE
C219815,69967,JUMBO BAG RED RETROSPOT,1,22-05-2011,14.52,15493.0,France
C738751,74703,PACK OF 72 RETROSPOT CAKE CASES,1,27/05/2011,8.57,,United Kingdom
723578,70945,  CERAMIC TEA POT FLORAL ,2,03-02-2012,17.21,13676.0,United Kingdom
853772,84570,LUNCH BAG RED RETROSPOT,6,11-12-2011,26.34,17410.0,EIRE
575551,64235, JUMBO BAG RED RETROSPOT,2,15-09-2012,8.51,,United Kingdom
350139,32032,  JUMBO BAG RED RETROSPOT,1,07-15-2012,17.02,11867.0,United Kingdom
327021,62268,CERAMIC TEA POT FLORAL ,-4,12-01-2011,8.03,15351.0,United Kingdom
806584,69954,  HOME DECOR LIGHT STRING ,1,10/06/2012,15.17,17447.0,Portugal
C994576,31143,SET OF 3 CAKE TINS PANTRY DESIGN ,1,04/12/2010,6.43,13338.0,United Kingdom
389176,64313,ASSORTED COLOUR BIRD ORNAMENT,6,"Jun 08, 2011",13.78,,Belgium
122007,31387,  REGENCY CAKESTAND 3 TIER ,2,2012-11-29 00:00:00,5.7,13459.0,Germany
254195,69232, PACK OF 72 RETROSPOT CAKE CASES,6,18-11-2011,13.05,18768.0,United Kingdom
132930,86421,SCENTED CANDLE GIFT PACK,4,09-06-2012,8.11,10948.0,United Kingdom
762997,65332,  WOODEN PICTURE FRAME WHITE FINISH,3,09/04/2011,11.74,19880.0,United Kingdom
922922,68017,  WOODEN PICTURE FRAME WHITE FINISH ,2,2012-09-06 00:00:00,18.42,17388.0,United Kingdom
816764,59691, SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-08-08 00:00:00,18.52,13643.0,United Kingdom
217399,62148,  SET OF 3 CAKE TINS PANTRY DESIGN,1,30/11/2011,9.66,,Belgium
613277,38892,  LUNCH BAG RED RETROSPOT ,-7,16/12/2011,7.37,15989.0,United Kingdom
969559,40716,  PLANT POTS GARDEN SET,1,14/06/2012,11.15,14762.0,Germany
902133,82042, PARTY BUNTING ,-3,2012-02-05 00:00:00,7.6,17049.0,EIRE
514021,31662,  WHITE HANGING HEART T-LIGHT HOLDER ,1,"Feb 03, 2011",10.52,11630.0,United Kingdom
747735,25873,JUMBO BAG RED RETROSPOT ,1,26-08-2011,11.73,13745.0,Switzerland
674592,15363,SET OF 3 CAKE TINS PANTRY DESIGN,9,"Aug 08, 2012",6.66,19595.0,United Kingdom
271929,83511,  LUNCH BAG RED RETROSPOT ,2,"Apr 02, 2012",24.76,16380.0,United Kingdom
813391,79786,  SCENTED CANDLE GIFT PACK,6,16/03/2012,19.31,16866.0,United Kingdom
737423,18573, LUNCH BAG RED RETROSPOT ,1,01-05-2011,22.77,13936.0,Belgium
237852,18367,  PLANT POTS GARDEN SET ,2,2012-05-09 00:00:00,8.64,19204.0,United Kingdom
115522,77170,SCENTED CANDLE GIFT PACK,3,2012-10-05 00:00:00,3.42,14390.0,Netherlands
285784,31291,  HOME DECOR LIGHT STRING ,4,10-23-2012,4.26,11567.0,France
513151,57475, BIRTHDAY CARD VINTAGE DESIGN,3,"Feb 08, 2011",6.51,10248.0,United Kingdom
943214,76087,  SCENTED CANDLE GIFT PACK,2,2012-04-29 00:00:00,19.76,11028.0,United Kingdom
714333,80333, PLANT POTS GARDEN SET ,1,12-01-2011,2.24,,France
368774,72197,  RETRO COFFEE MUG SET ,3,"Sep 22, 2012",6.64,10741.0,United Kingdom
448292,17240,REGENCY CAKESTAND 3 TIER,1,27/06/2012,6.11,15246.0,United Kingdom
220627,68704,  WHITE HANGING HEART T-LIGHT HOLDER,10,"Dec 21, 2011",8.28,13050.0,United Kingdom
991641,27153,BIRTHDAY CARD VINTAGE DESIGN,6,11-07-2011,10.14,13349.0,Spain
766217,83537,  VINTAGE SNAKES & LADDERS,6,09-24-2012,5.72,11375.0,United Kingdom
782433,46126,  ASSORTED COLOUR BIRD ORNAMENT ,1,15-07-2011,11.37,14148.0,United Kingdom
879215,68600,  PLANT POTS GARDEN SET,11,12-03-2011,12.29,14990.0,United Kingdom
321738,58242,WOODEN PICTURE FRAME WHITE FINISH,1,"Mar 20, 2012",22.69,,United Kingdom
317912,62879,  REGENCY CAKESTAND 3 TIER ,3,29-08-2011,8.47,16824.0,United Kingdom
412499,75700, HOME DECOR LIGHT STRING,3,2012-02-29 00:00:00,25.79,,United Kingdom
705659,24425,  ASSORTED COLOUR BIRD ORNAMENT ,3,"Aug 25, 2011",11.02,13438.0,Germany
809038,48785,  BIRTHDAY CARD VINTAGE DESIGN ,3,2012-07-07 00:00:00,5.49,,France
387906,78078,VINTAGE SNAKES & LADDERS,2,29/10/2012,11.29,11277.0,United Kingdom
634398,90303,SET OF 3 CAKE TINS PANTRY DESIGN ,13,2012-02-16 00:00:00,10.26,,United Kingdom
870759,44404,  SCENTED CANDLE GIFT PACK ,3,"Oct 23, 2011",3.7,16572.0,United Kingdom
133593,31966,CERAMIC TEA POT FLORAL ,1,30/04/2012,9.6,16553.0,United Kingdom
744256,98114, REGENCY CAKESTAND 3 TIER,1,"Mar 07, 2011",12.23,15353.0,United Kingdom
180522,15942, PARTY BUNTING ,3,"Jul 10, 2012",14.32,13102.0,France
253412,79001,  LUNCH BAG RED RETROSPOT ,10,"Aug 02, 2012",14.13,15896.0,United Kingdom
C978584,55511,VINTAGE SNAKES & LADDERS,-7,05-07-2012,9.5,16247.0,Belgium
382081,60513,BIRTHDAY CARD VINTAGE DESIGN ,13,06/01/2012,9.36,16010.0,United Kingdom
725710,69331,REGENCY CAKESTAND 3 TIER ,5,09-21-2012,21.86,10204.0,United Kingdom
525658,41668, PARTY BUNTING ,1,2011-10-30 00:00:00,23.44,19256.0,United Kingdom
381315,67114,  RETRO COFFEE MUG SET,2,24-09-2012,14.13,16910.0,France
874597,66332, RETRO COFFEE MUG SET ,3,2011-03-26 00:00:00,3.19,18047.0,United Kingdom
463170,64583,  HOME DECOR LIGHT STRING,2,13-09-2012,7.73,,United Kingdom
626748,25648,PARTY BUNTING,1,10-02-2012,9.92,10631.0,EIRE
329685,12589, BIRTHDAY CARD VINTAGE DESIGN,1,05-13-2012,32.68,10193.0,United Kingdom
C300123,11607,LUNCH BAG RED RETROSPOT ,1,2011-03-12 00:00:00,5.1,17301.0,United Kingdom
C417192,57924,  SET OF 3 CAKE TINS PANTRY DESIGN ,3,14/05/2011,6.21,,Germany
718821,20248,PACK OF 72 RETROSPOT CAKE CASES ,3,"Oct 21, 2011",34.38,19056.0,United Kingdom
C246511,38410, LUNCH BAG RED RETROSPOT,7,2010-12-14 00:00:00,18.79,19589.0,United Kingdom
653838,99788,PARTY BUNTING ,8,17/09/2012,4.64,18065.0,Switzerland
153997,23305,  HOME DECOR LIGHT STRING,1,29/03/2012,4.06,,United Kingdom
C801696,53826,JUMBO BAG RED RETROSPOT ,1,2012-04-30 00:00:00,21.75,,United Kingdom
C420739,61163,  SET OF 3 CAKE TINS PANTRY DESIGN ,15,02-09-2011,13.62,13558.0,United Kingdom
972109,21202,  ASSORTED COLOUR BIRD ORNAMENT ,7,03/05/2011,6.95,11197.0,United Kingdom
830841,97943,LUNCH BAG RED RETROSPOT,5,03-02-2011,7.21,15514.0,Belgium
C138409,89036,  SET OF 3 CAKE TINS PANTRY DESIGN ,1,"Jul 29, 2012",5.97,17720.0,United Kingdom
256547,25015,HOME DECOR LIGHT STRING,1,31/05/2011,13.93,,Spain
825155,38088, WOODEN PICTURE FRAME WHITE FINISH ,2,2011-01-27 00:00:00,5.62,16633.0,United Kingdom
402788,57419,ASSORTED COLOUR BIRD ORNAMENT,2,02-03-2011,8.78,11961.0,United Kingdom
325295,79810, LUNCH BAG RED RETROSPOT ,3,2011-06-18 00:00:00,7.0,18202.0,United Kingdom
360710,24219,  BIRTHDAY CARD VINTAGE DESIGN ,2,14/10/2011,5.3,10370.0,United Kingdom
307925,66690,CERAMIC TEA POT FLORAL ,4,"Mar 27, 2011",18.26,19907.0,Germany
C574650,10704,LUNCH BAG RED RETROSPOT ,2,2011-12-28 00:00:00,3.3,,United Kingdom
859087,92632, CERAMIC TEA POT FLORAL,2,17-10-2012,12.7,12509.0,Norway
523359,91136, VINTAGE SNAKES & LADDERS ,1,"May 31, 2012",16.17,17611.0,United Kingdom
776257,45886, CERAMIC TEA POT FLORAL,1,"Jul 17, 2011",9.39,12739.0,Netherlands
944464,36567, SET OF 3 CAKE TINS PANTRY DESIGN ,1,22/10/2012,1.94,18027.0,United Kingdom
679835,72072,PARTY BUNTING,2,12-10-2011,11.8,,United Kingdom
417953,41419,  SCENTED CANDLE GIFT PACK ,4,15/07/2011,7.81,,United Kingdom
431080,88798, PLANT POTS GARDEN SET ,1,03/06/2012,8.49,,United Kingdom
158047,27316, PACK OF 72 RETROSPOT CAKE CASES,2,01-20-2011,9.74,10033.0,United Kingdom
141025,64592,  PLANT POTS GARDEN SET,4,"Jan 11, 2012",6.11,14176.0,Belgium
246692,78149, PACK OF 72 RETROSPOT CAKE CASES,1,25-08-2011,6.46,15982.0,France
438074,17903, SCENTED CANDLE GIFT PACK,3,07-26-2012,11.43,18165.0,Germany
228165,53315,WHITE HANGING HEART T-LIGHT HOLDER,14,11-29-2011,7.91,11270.0,United Kingdom
373363,76198, WHITE HANGING HEART T-LIGHT HOLDER,12,16-02-2012,8.8,13685.0,United Kingdom
549410,31159,  PACK OF 72 RETROSPOT CAKE CASES ,1,2012-02-03 00:00:00,6.97,,United Kingdom
362440,82812, JUMBO BAG RED RETROSPOT ,7,"Sep 11, 2011",13.69,15894.0,Netherlands
805790,75020,  RETRO COFFEE MUG SET,2,"Feb 03, 2011",12.19,18595.0,United Kingdom
955938,18070,  HOME DECOR LIGHT STRING ,4,12-22-2010,10.22,16456.0,United Kingdom
549058,23440,JUMBO BAG RED RETROSPOT ,2,25/03/2011,17.79,15902.0,Portugal
825290,97643, HOME DECOR LIGHT STRING ,1,13/02/2011,16.67,18137.0,United Kingdom
216062,29163,SCENTED CANDLE GIFT PACK ,3,04/09/2011,14.57,14214.0,United Kingdom
560221,86907, PLANT POTS GARDEN SET,2,02/05/2012,6.9,,United Kingdom
759297,45416,RETRO COFFEE MUG SET,2,03-27-2011,3.79,16555.0,United Kingdom
912802,32940, VINTAGE SNAKES & LADDERS ,2,25-01-2011,10.21,18009.0,Germany
599755,35444, WOODEN PICTURE FRAME WHITE FINISH ,1,11-14-2011,5.75,17236.0,United Kingdom
613644,14355, PLANT POTS GARDEN SET ,4,"May 31, 2012",5.17,,Netherlands
267973,61630,  ASSORTED COLOUR BIRD ORNAMENT,3,2011-07-08 00:00:00,15.96,14650.0,United Kingdom
905855,93749,  SCENTED CANDLE GIFT PACK ,1,2012-02-09 00:00:00,4.11,16907.0,Belgium
921307,55076, WOODEN PICTURE FRAME WHITE FINISH ,6,2011-04-20 00:00:00,1.77,17697.0,United Kingdom
353807,63270,SCENTED CANDLE GIFT PACK,1,08-09-2012,13.22,16002.0,France
408697,38750, REGENCY CAKESTAND 3 TIER ,3,2011-07-12 00:00:00,13.03,12781.0,United Kingdom
583075,24255,  VINTAGE SNAKES & LADDERS,3,04-05-2012,11.86,14756.0,United Kingdom
762746,93514, SET OF 3 CAKE TINS PANTRY DESIGN ,3,11-29-2011,3.63,10722.0,United Kingdom
909866,71340, PLANT POTS GARDEN SET ,3,InvalidDate,5.44,12840.0,EIRE
534848,25797,  JUMBO BAG RED RETROSPOT ,1,23-06-2012,2.34,13536.0,Germany
567002,73867,ASSORTED COLOUR BIRD ORNAMENT ,1,21-11-2011,16.17,,United Kingdom
859994,52756,  ASSORTED COLOUR BIRD ORNAMENT ,2,"May 31, 2011",6.24,18476.0,Norway
C163528,21123, BIRTHDAY CARD VINTAGE DESIGN ,8,15-02-2012,9.21,10181.0,France
621921,40399, PLANT POTS GARDEN SET,3,08-15-2011,0.0,11436.0,United Kingdom
147800,13006,HOME DECOR LIGHT STRING,1,08-04-2012,38.79,11867.0,United Kingdom
199083,97893,PARTY BUNTING,3,2011-05-22 00:00:00,3.52,,Netherlands
375478,90691, LUNCH BAG RED RETROSPOT,1,18/06/2012,7.51,,United Kingdom
721531,72398,PACK OF 72 RETROSPOT CAKE CASES ,2,15-08-2012,11.23,15435.0,United Kingdom
129545,78513,JUMBO BAG RED RETROSPOT,1,14/03/2012,14.15,14690.0,United Kingdom
724416,34680,  SCENTED CANDLE GIFT PACK ,2,12-01-2010,7.77,14497.0,Norway
920254,80043,  PARTY BUNTING ,9,03-21-2012,45.95,10353.0,United Kingdom
846470,73620,  BIRTHDAY CARD VINTAGE DESIGN,1,02-08-2011,7.62,14688.0,United Kingdom
709723,59451,  ASSORTED COLOUR BIRD ORNAMENT ,2,"Mar 05, 2012",14.15,10968.0,United Kingdom
228381,95971, ASSORTED COLOUR BIRD ORNAMENT ,1,2011-05-07 00:00:00,2.58,18359.0,Spain
980847,13684,  SCENTED CANDLE GIFT PACK,2,"Aug 31, 2011",10.34,17208.0,Japan
781065,13206, VINTAGE SNAKES & LADDERS ,3,28-03-2011,18.03,18391.0,France
567018,89632, WOODEN PICTURE FRAME WHITE FINISH,1,18-06-2012,5.61,11698.0,United Kingdom
109695,96545,JUMBO BAG RED RETROSPOT,11,2012-01-22 00:00:00,9.59,10278.0,United Kingdom
543035,57252,PARTY BUNTING,1,26/11/2012,10.24,13417.0,United Kingdom
159155,45847,  PACK OF 72 RETROSPOT CAKE CASES,2,"Oct 14, 2011",6.66,12856.0,United Kingdom
649391,89865, PLANT POTS GARDEN SET,14,09-12-2011,6.61,18595.0,EIRE
364509,90672,ASSORTED COLOUR BIRD ORNAMENT,1,18-11-2011,4.13,18752.0,France
296164,86008,  CERAMIC TEA POT FLORAL,1,10-20-2011,6.02,19710.0,Germany
441090,70262,  SCENTED CANDLE GIFT PACK,2,2011-02-07 00:00:00,11.11,15825.0,United Kingdom
C575759,71339, LUNCH BAG RED RETROSPOT,-4,17-03-2011,23.8,12076.0,Germany
822979,20707,  WOODEN PICTURE FRAME WHITE FINISH,5,2012-03-28 00:00:00,21.4,10312.0,Portugal
157124,59777, REGENCY CAKESTAND 3 TIER,9,08-14-2012,14.47,16728.0,United Kingdom
122222,25784, VINTAGE SNAKES & LADDERS,1,"Aug 03, 2012",7.68,14023.0,France
181147,82392,JUMBO BAG RED RETROSPOT ,1,12-20-2010,18.77,13807.0,United Kingdom
653718,20222,  LUNCH BAG RED RETROSPOT,2,11-25-2011,5.43,14183.0,United Kingdom
209264,16320,PLANT POTS GARDEN SET,1,16-06-2011,3.48,,Netherlands
837371,89858, SET OF 3 CAKE TINS PANTRY DESIGN ,3,05-15-2011,8.13,17021.0,United Kingdom
495924,71102,  CERAMIC TEA POT FLORAL,1,20-12-2010,14.59,10424.0,Germany
286256,67645, WOODEN PICTURE FRAME WHITE FINISH,1,2011-08-19 00:00:00,12.12,,United Kingdom
484838,69430,  SCENTED CANDLE GIFT PACK,4,25/11/2011,12.85,11737.0,United Kingdom
175028,90516, LUNCH BAG RED RETROSPOT ,1,25-05-2012,15.95,19779.0,United Kingdom
162583,32880,REGENCY CAKESTAND 3 TIER ,2,01-11-2012,3.08,14665.0,United Kingdom
434738,10111, JUMBO BAG RED RETROSPOT,1,"Jul 11, 2011",30.2,10915.0,United Kingdom
307892,26746,WHITE HANGING HEART T-LIGHT HOLDER,8,22-06-2012,10.3,13045.0,United Kingdom
269169,36875, LUNCH BAG RED RETROSPOT ,2,03-20-2012,8.88,17775.0,France
648390,78089,  WHITE HANGING HEART T-LIGHT HOLDER,1,InvalidDate,4.93,19994.0,United Kingdom
383473,35727,  ASSORTED COLOUR BIRD ORNAMENT ,12,"Dec 15, 2010",6.72,16343.0,United Kingdom
401173,19675, BIRTHDAY CARD VINTAGE DESIGN,1,09/03/2011,9.95,12124.0,Switzerland
168259,45380,  PLANT POTS GARDEN SET,1,2012-10-17 00:00:00,5.76,17919.0,Germany
657829,96661,WHITE HANGING HEART T-LIGHT HOLDER,7,2012-05-26 00:00:00,0.0,16543.0,France
593844,83634, WHITE HANGING HEART T-LIGHT HOLDER ,1,16/01/2011,8.31,12913.0,Japan
727267,94874,CERAMIC TEA POT FLORAL ,6,26/12/2011,10.06,,United Kingdom
453857,25234,WOODEN PICTURE FRAME WHITE FINISH,3,11-25-2012,9.35,14445.0,Belgium
391799,86293,  WOODEN PICTURE FRAME WHITE FINISH ,8,19-07-2011,5.57,14939.0,Spain
939141,80290,PLANT POTS GARDEN SET ,2,10/01/2011,10.39,19248.0,Switzerland
902523,21094,  CERAMIC TEA POT FLORAL ,5,"Aug 27, 2011",19.82,19690.0,United Kingdom
249725,19665,  JUMBO BAG RED RETROSPOT ,1,InvalidDate,8.79,19107.0,United Kingdom
990648,62342, SCENTED CANDLE GIFT PACK,5,08-03-2012,2.13,17334.0,Norway
581363,13902,BIRTHDAY CARD VINTAGE DESIGN ,7,"Aug 16, 2012",7.31,14808.0,United Kingdom
115588,92172,PLANT POTS GARDEN SET ,1,12/12/2011,5.88,18856.0,Australia
567667,72185,PLANT POTS GARDEN SET ,5,"Mar 20, 2012",8.93,12882.0,United Kingdom
C638314,50455,PLANT POTS GARDEN SET ,3,2011-12-17 00:00:00,6.01,16745.0,Germany
352313,49433,  PLANT POTS GARDEN SET,-6,21/10/2012,17.5,,United Kingdom
763759,34496,PACK OF 72 RETROSPOT CAKE CASES ,3,2011-03-23 00:00:00,14.27,17386.0,Belgium
116984,89180,JUMBO BAG RED RETROSPOT,3,04-25-2012,16.32,18670.0,United Kingdom
308072,61567,WHITE HANGING HEART T-LIGHT HOLDER,2,10-10-2011,4.01,14771.0,United Kingdom
196651,97221,  VINTAGE SNAKES & LADDERS,3,2012-11-25 00:00:00,1.98,,United Kingdom
883077,13052,RETRO COFFEE MUG SET,2,02/03/2011,16.25,17059.0,United Kingdom
268393,93190,  SCENTED CANDLE GIFT PACK ,7,06-23-2011,17.15,17858.0,United Kingdom
887560,49137,  WHITE HANGING HEART T-LIGHT HOLDER,10,15/09/2011,6.09,13686.0,United Kingdom
611662,72651,BIRTHDAY CARD VINTAGE DESIGN ,4,"Jun 26, 2012",9.58,14739.0,United Kingdom
787537,31053,SCENTED CANDLE GIFT PACK ,4,"Aug 14, 2012",7.37,19177.0,United Kingdom
866719,96053,  LUNCH BAG RED RETROSPOT,1,"Aug 23, 2011",6.11,16078.0,United Kingdom
519614,38183, VINTAGE SNAKES & LADDERS,5,04/04/2012,3.13,,United Kingdom
993844,32455,WHITE HANGING HEART T-LIGHT HOLDER ,1,"Jun 26, 2012",3.46,18082.0,United Kingdom
450882,77501,  CERAMIC TEA POT FLORAL,2,18-08-2011,10.9,15008.0,EIRE
